title,authors,average_rating,categories,published_year,ratings_count,weighted_rating,context_string
October Light,John Gardner,3.88,Fiction,2005.0,823.0,3.907647341562688,Title: October Light. Author(s): John Gardner. Category: Fiction. Published: 2005. 
Laughter in the Dark,Vladimir Nabokov;Vladimir Vladimirovich Nabokov;John Banville,3.96,Fiction,1960.0,8233.0,3.9200264404109246,Title: Laughter in the Dark. Author(s): Vladimir Nabokov;Vladimir Vladimirovich Nabokov;John Banville. Category: Fiction. Published: 1960. 
Wookiee Cookies,Robin Davis,3.92,Cooking,1998.0,916.0,3.908808537675583,Title: Wookiee Cookies. Author(s): Robin Davis. Category: Cooking. Published: 1998. 
The Campfire Collection,Eric Martin,3.25,Fiction,2000.0,48.0,3.90733779196945,Title: The Campfire Collection. Author(s): Eric Martin. Category: Fiction. Published: 2000. 
The Star Wars Cookbook II,Frankie Frankeny;Wesley Martin,3.85,Cooking,2000.0,198.0,3.9080435342184168,Title: The Star Wars Cookbook II. Author(s): Frankie Frankeny;Wesley Martin. Category: Cooking. Published: 2000. 
Stylepedia,Steven Heller;Louise Fili,4.07,Art,2006.0,167.0,3.90939151639288,Title: Stylepedia. Author(s): Steven Heller;Louise Fili. Category: Art. Published: 2006. 
Chicago Stories,John Miller;Genevieve Morgan,3.56,Fiction,2003.0,44.0,3.907909300121507,Title: Chicago Stories. Author(s): John Miller;Genevieve Morgan. Category: Fiction. Published: 2003. 
The Star Wars Poster Book,Stephen Sansweet;Peter Vilmur,4.48,Performing Arts,2005.0,60.0,3.9096518396778124,Title: The Star Wars Poster Book. Author(s): Stephen Sansweet;Peter Vilmur. Category: Performing Arts. Published: 2005. 
Vincent's Colors,"Metropolitan Museum of Art (New York, N.Y.)",4.16,Juvenile Nonfiction,2005.0,305.0,3.9111185172261247,"Title: Vincent's Colors. Author(s): Metropolitan Museum of Art (New York, N.Y.). Category: Juvenile Nonfiction. Published: 2005. "
I Am 8-bit,Jon M. Gibson,4.09,Art,2006.0,117.0,3.909192135018395,Title: I Am 8-bit. Author(s): Jon M. Gibson. Category: Art. Published: 2006. 
Edie,Melissa Painter;David Weisman,4.22,Biography & Autobiography,2006.0,716.0,3.9161031871033374,Title: Edie. Author(s): Melissa Painter;David Weisman. Category: Biography & Autobiography. Published: 2006. 
Chaucer's Canterbury Tales (Selected),Geoffrey Chaucer;Vincent F. Hopper,3.75,Literary Collections,1977.0,69.0,3.908064157820296,Title: Chaucer's Canterbury Tales (Selected). Author(s): Geoffrey Chaucer;Vincent F. Hopper. Category: Literary Collections. Published: 1977. 
"Twelfth Night, Or, What You Will",William Shakespeare,3.98,Drama,1985.0,147.0,3.9088160197364754,"Title: Twelfth Night, Or, What You Will. Author(s): William Shakespeare. Category: Drama. Published: 1985. "
Forms of Talk,Erving Goffman,3.81,Language Arts & Disciplines,1981.0,77.0,3.9081818925446306,Title: Forms of Talk. Author(s): Erving Goffman. Category: Language Arts & Disciplines. Published: 1981. 
"Aeschylus, 1",Aeschylus,4.01,Drama,1998.0,12.0,3.9084907267096294,"Title: Aeschylus, 1. Author(s): Aeschylus. Category: Drama. Published: 1998. "
"Euripides, 3",Euripides,3.88,Drama,1998.0,7.0,3.908440866476694,"Title: Euripides, 3. Author(s): Euripides. Category: Drama. Published: 1998. "
"Aeschylus, 2",Aeschylus,4.1,Drama,1998.0,12.0,3.908528707536345,"Title: Aeschylus, 2. Author(s): Aeschylus. Category: Drama. Published: 1998. "
The Negro,W. E. B. Du Bois,4.31,History,2001.0,29.0,3.90885715125188,Title: The Negro. Author(s): W. E. B. Du Bois. Category: History. Published: 2001. 
Aristophanes: The Acharnians,Smith Palmer Bovie;David R. Slavitt,3.83,Greek drama (Comedy),1901.0,4.0,3.908436832432055,Title: Aristophanes: The Acharnians. Author(s): Smith Palmer Bovie;David R. Slavitt. Category: Greek drama (Comedy). Published: 1901. 
Lord of the Flies,William Golding,3.67,Fiction,1959.0,310.0,3.9058752953106484,Title: Lord of the Flies. Author(s): William Golding. Category: Fiction. Published: 1959. 
The Last Castle,Jack Vance;Robert Silverberg,3.71,Fiction,1989.0,42.0,3.908155065808982,Title: The Last Castle. Author(s): Jack Vance;Robert Silverberg. Category: Fiction. Published: 1989. 
The Invisible Man,H. G. Wells,3.63,Fiction,1992.0,293.0,3.9056068034391145,Title: The Invisible Man. Author(s): H. G. Wells. Category: Fiction. Published: 1992. 
The Last Book of Swords: Shieldbreaker's Story,Fred Saberhagen,3.88,Fiction,1995.0,1204.0,3.9072918045552085,Title: The Last Book of Swords: Shieldbreaker's Story. Author(s): Fred Saberhagen. Category: Fiction. Published: 1995. 
Pastwatch,Orson Scott Card,3.97,Fiction,1997.0,12695.0,3.9274516326092215,Title: Pastwatch. Author(s): Orson Scott Card. Category: Fiction. Published: 1997. 
The Medusa in the Shield,David G. Hartwell,3.98,Fiction,1991.0,48.0,3.908568500680648,Title: The Medusa in the Shield. Author(s): David G. Hartwell. Category: Fiction. Published: 1991. 
A Fabulous Formless Darkness,David G. Hartwell,4.21,Fiction,1992.0,33.0,3.9087975713821494,Title: A Fabulous Formless Darkness. Author(s): David G. Hartwell. Category: Fiction. Published: 1992. 
The Sixth Book of Lost Swords,Fred Saberhagen,3.81,Fiction,1991.0,1221.0,3.90439297844716,Title: The Sixth Book of Lost Swords. Author(s): Fred Saberhagen. Category: Fiction. Published: 1991. 
The Shadow Rising,Robert Jordan,4.23,Fiction,1993.0,137790.0,4.175012828149108,Title: The Shadow Rising. Author(s): Robert Jordan. Category: Fiction. Published: 1993. 
Lord of Chaos,Robert Jordan,4.12,Fiction,1995.0,102983.0,4.074240959422669,Title: Lord of Chaos. Author(s): Robert Jordan. Category: Fiction. Published: 1995. 
Hart's Hope,Orson Scott Card,3.47,Fiction,1988.0,32.0,3.9079548068303027,Title: Hart's Hope. Author(s): Orson Scott Card. Category: Fiction. Published: 1988. 
An Armory of Swords,Fred Saberhagen,3.79,Fiction,1996.0,174.0,3.907727178354641,Title: An Armory of Swords. Author(s): Fred Saberhagen. Category: Fiction. Published: 1996. 
Red Prophet,Orson Scott Card,3.79,Fiction,1988.0,17817.0,3.862808436135479,Title: Red Prophet. Author(s): Orson Scott Card. Category: Fiction. Published: 1988. 
Anthonology,Piers Anthony,3.64,Fiction,1986.0,699.0,3.9020045466815576,Title: Anthonology. Author(s): Piers Anthony. Category: Fiction. Published: 1986. 
Orion,Ben Bova,3.71,Fiction,1992.0,1357.0,3.8994052198855282,Title: Orion. Author(s): Ben Bova. Category: Fiction. Published: 1992. 
The Call of Earth,Orson Scott Card,3.58,Fiction,1994.0,10051.0,3.8226445951146477,Title: The Call of Earth. Author(s): Orson Scott Card. Category: Fiction. Published: 1994. 
The Ships of Earth,Orson Scott Card,3.54,Fiction,1995.0,9143.0,3.818774149513369,Title: The Ships of Earth. Author(s): Orson Scott Card. Category: Fiction. Published: 1995. 
A Meeting with Medusa,Kim Stanley Robinson;Arthur Charles Clarke,3.66,Fiction,1988.0,119.0,3.9074120329852784,Title: A Meeting with Medusa. Author(s): Kim Stanley Robinson;Arthur Charles Clarke. Category: Fiction. Published: 1988. 
Demons Don't Dream,Piers Anthony,3.8,Fiction,1994.0,7594.0,3.8855824465474744,Title: Demons Don't Dream. Author(s): Piers Anthony. Category: Fiction. Published: 1994. 
Roc and a Hard Place,Piers Anthony,3.75,Fiction,1996.0,5737.0,3.8818376602814664,Title: Roc and a Hard Place. Author(s): Piers Anthony. Category: Fiction. Published: 1996. 
Seminole Song,Vella Munn,3.72,Fiction,1998.0,43.0,3.9081632103209047,Title: Seminole Song. Author(s): Vella Munn. Category: Fiction. Published: 1998. 
A Crown of Swords,Robert Jordan,4.03,Fiction,1997.0,100910.0,4.003286677766757,Title: A Crown of Swords. Author(s): Robert Jordan. Category: Fiction. Published: 1997. 
Drum Calls,Jo Clayton,3.68,Fiction,1998.0,28.0,3.908223047381816,Title: Drum Calls. Author(s): Jo Clayton. Category: Fiction. Published: 1998. 
Blood of the Fold,Terry Goodkind,3.99,Fiction,1997.0,65522.0,3.9653262129947713,Title: Blood of the Fold. Author(s): Terry Goodkind. Category: Fiction. Published: 1997. 
The Fourth Book of Lost Swords,Fred Saberhagen,3.83,Fiction,1990.0,1736.0,3.903932346475029,Title: The Fourth Book of Lost Swords. Author(s): Fred Saberhagen. Category: Fiction. Published: 1990. 
Yon Ill Wind,Piers Anthony,3.75,Fiction,1997.0,3743.0,3.8900102967779735,Title: Yon Ill Wind. Author(s): Piers Anthony. Category: Fiction. Published: 1997. 
A Quantum Murder,Peter F. Hamilton,3.97,Fiction,1998.0,3868.0,3.9158208442581923,Title: A Quantum Murder. Author(s): Peter F. Hamilton. Category: Fiction. Published: 1998. 
Shadow of the Hegemon,Orson Scott Card,3.94,Fiction,2001.0,63691.0,3.930264076086681,Title: Shadow of the Hegemon. Author(s): Orson Scott Card. Category: Fiction. Published: 2001. 
The Dastard,Piers Anthony,3.81,Fiction,2001.0,2960.0,3.8991625257390528,Title: The Dastard. Author(s): Piers Anthony. Category: Fiction. Published: 2001. 
Swell Foop,Piers Anthony,3.78,Fiction,2002.0,2822.0,3.896846806578856,Title: Swell Foop. Author(s): Piers Anthony. Category: Fiction. Published: 2002. 
Vale of the Vole,Piers Anthony,3.6,Fiction,2000.0,9074.0,3.8338065361939497,Title: Vale of the Vole. Author(s): Piers Anthony. Category: Fiction. Published: 2000. 
Up In a Heaval,Piers Anthony,3.82,Fiction,2003.0,2318.0,3.9017786180941334,Title: Up In a Heaval. Author(s): Piers Anthony. Category: Fiction. Published: 2003. 
Legends,George R. R. Martin;Anne McCaffrey,3.88,Fiction,1999.0,619.0,3.907841542375251,Title: Legends. Author(s): George R. R. Martin;Anne McCaffrey. Category: Fiction. Published: 1999. 
Winter's Heart,Robert Jordan,3.94,Fiction,2002.0,82029.0,3.9318804952203754,Title: Winter's Heart. Author(s): Robert Jordan. Category: Fiction. Published: 2002. 
The Sword of Truth,Terry Goodkind,4.29,Fiction,1998.0,4110.0,3.95665000308234,Title: The Sword of Truth. Author(s): Terry Goodkind. Category: Fiction. Published: 1998. 
Knife of Dreams,Robert Jordan,4.14,Fiction,2006.0,80208.0,4.0794143977733786,Title: Knife of Dreams. Author(s): Robert Jordan. Category: Fiction. Published: 2006. 
The Gate of Fire,Thomas Harlan,3.58,Fiction,2001.0,143.0,3.9068036998109315,Title: The Gate of Fire. Author(s): Thomas Harlan. Category: Fiction. Published: 2001. 
Ariadne's Web,Fred Saberhagen,3.68,Fiction,2001.0,169.0,3.9070975927267035,Title: Ariadne's Web. Author(s): Fred Saberhagen. Category: Fiction. Published: 2001. 
Mindstar Rising,Peter F. Hamilton,3.92,Fiction,1997.0,5979.0,3.910455584792892,Title: Mindstar Rising. Author(s): Peter F. Hamilton. Category: Fiction. Published: 1997. 
The Simpsons and Philosophy,William Irwin;Mark T. Conard;Aeon J. Skoble,3.47,Performing Arts,2001.0,1983.0,3.8798538205864226,Title: The Simpsons and Philosophy. Author(s): William Irwin;Mark T. Conard;Aeon J. Skoble. Category: Performing Arts. Published: 2001. 
Woody Allen and Philosophy,Mark T. Conard;Aeon J. Skoble,3.77,Performing Arts,2004.0,282.0,3.9070877678164737,Title: Woody Allen and Philosophy. Author(s): Mark T. Conard;Aeon J. Skoble. Category: Performing Arts. Published: 2004. 
Harry Potter and Philosophy,David Baggett;Shawn Klein;William Irwin,4.48,Fiction,2004.0,11068.0,4.068633100125066,Title: Harry Potter and Philosophy. Author(s): David Baggett;Shawn Klein;William Irwin. Category: Fiction. Published: 2004. 
Buffy the Vampire Slayer and Philosophy,James B. South,4.06,Performing Arts,2003.0,2475.0,3.920587383498142,Title: Buffy the Vampire Slayer and Philosophy. Author(s): James B. South. Category: Performing Arts. Published: 2003. 
The Lord of the Rings and Philosophy,Gregory Bassham;Eric Bronson,4.28,Literary Criticism,2003.0,4828.0,3.9623960858874816,Title: The Lord of the Rings and Philosophy. Author(s): Gregory Bassham;Eric Bronson. Category: Literary Criticism. Published: 2003. 
Superheroes and Philosophy,Thomas V. Morris;Matt Morris;William Irwin,3.87,Comics & Graphic Novels,2005.0,732.0,3.9074825661894192,Title: Superheroes and Philosophy. Author(s): Thomas V. Morris;Matt Morris;William Irwin. Category: Comics & Graphic Novels. Published: 2005. 
Star Wars and Philosophy,Kevin S. Decker;William Irwin;Jason T. Eberl,4.06,Performing Arts,2005.0,1737.0,3.9171760722761966,Title: Star Wars and Philosophy. Author(s): Kevin S. Decker;William Irwin;Jason T. Eberl. Category: Performing Arts. Published: 2005. 
The Undead and Philosophy,Richard Greene;K. Silem Mohammad,3.71,Philosophy,2006.0,193.0,3.907109462066472,Title: The Undead and Philosophy. Author(s): Richard Greene;K. Silem Mohammad. Category: Philosophy. Published: 2006. 
The Beatles and Philosophy,Michael Baur;Steven Baur,3.63,Philosophy,2006.0,152.0,3.906966733983741,Title: The Beatles and Philosophy. Author(s): Michael Baur;Steven Baur. Category: Philosophy. Published: 2006. 
Bullshit and Philosophy,Gary L. Hardcastle;George A. Reisch,3.59,Family & Relationships,2006.0,67.0,3.907698986686006,Title: Bullshit and Philosophy. Author(s): Gary L. Hardcastle;George A. Reisch. Category: Family & Relationships. Published: 2006. 
The Little Baby Snoogle-Fleejer,Jimmy Carter,3.19,Friendship,1995.0,42.0,3.90738781855442,Title: The Little Baby Snoogle-Fleejer. Author(s): Jimmy Carter. Category: Friendship. Published: 1995. 
Random House Crossword Megaomnibus,United Feature Syndication,0.0,Games,1997.0,0.0,0.0,Title: Random House Crossword Megaomnibus. Author(s): United Feature Syndication. Category: Games. Published: 1997. 
Living Faith,Jimmy Carter,3.79,Religion,1998.0,456.0,3.9065776023836714,Title: Living Faith. Author(s): Jimmy Carter. Category: Religion. Published: 1998. 
Theodore Rex,Edmund Morris,4.18,Biography & Autobiography,2002.0,35943.0,4.060085964265191,Title: Theodore Rex. Author(s): Edmund Morris. Category: Biography & Autobiography. Published: 2002. 
Islam,Karen Armstrong,4.02,Religion,2002.0,7372.0,3.9314218366124978,Title: Islam. Author(s): Karen Armstrong. Category: Religion. Published: 2002. 
King Solomon's Mines,Henry Rider Haggard;James Danly,3.8,Fiction,2002.0,33836.0,3.84950990870903,Title: King Solomon's Mines. Author(s): Henry Rider Haggard;James Danly. Category: Fiction. Published: 2002. 
A Working Stiff's Manifesto,Iain Levison,3.81,Biography & Autobiography,2003.0,497.0,3.906756034158552,Title: A Working Stiff's Manifesto. Author(s): Iain Levison. Category: Biography & Autobiography. Published: 2003. 
Funny in Farsi,Firoozeh Dumas,3.79,Biography & Autobiography,2004.0,12072.0,3.873137620823081,Title: Funny in Farsi. Author(s): Firoozeh Dumas. Category: Biography & Autobiography. Published: 2004. 
The Birth of Venus,Sarah Dunant,3.8,Fiction,2004.0,85882.0,3.826966855549073,Title: The Birth of Venus. Author(s): Sarah Dunant. Category: Fiction. Published: 2004. 
The Knight Of Maison-Rouge,Alexandre Dumas,3.89,Fiction,2004.0,1131.0,3.907741900031095,Title: The Knight Of Maison-Rouge. Author(s): Alexandre Dumas. Category: Fiction. Published: 2004. 
A War Like No Other,Victor Davis Hanson,4.11,History,2006.0,1601.0,3.9191952948361664,Title: A War Like No Other. Author(s): Victor Davis Hanson. Category: History. Published: 2006. 
Selected Stories of H.G. Wells,Herbert George Wells,3.98,Fiction,2004.0,77.0,3.908641184344044,Title: Selected Stories of H.G. Wells. Author(s): Herbert George Wells. Category: Fiction. Published: 2004. 
Reading Lolita in Tehran,Azar Nafisi,3.6,Biography & Autobiography,2004.0,102707.0,3.666858159589836,Title: Reading Lolita in Tehran. Author(s): Azar Nafisi. Category: Biography & Autobiography. Published: 2004. 
Kim,Rudyard Kipling,3.72,Fiction,2004.0,111.0,3.907714800741526,Title: Kim. Author(s): Rudyard Kipling. Category: Fiction. Published: 2004. 
Color,Victoria Finlay,3.78,Art,2004.0,59145.0,3.8216922681044645,Title: Color. Author(s): Victoria Finlay. Category: Art. Published: 2004. 
Rendezvous in Black,Cornell Woolrich,3.96,Fiction,2004.0,1052.0,3.9102878064514472,Title: Rendezvous in Black. Author(s): Cornell Woolrich. Category: Fiction. Published: 2004. 
No God But God,Reza Aslan,4.13,Religion,2006.0,16907.0,3.991080758393463,Title: No God But God. Author(s): Reza Aslan. Category: Religion. Published: 2006. 
The Mysterious Island,Unknown Author,4.1,Fiction,2004.0,28969.0,4.005134429127882,Title: The Mysterious Island. Author(s): Unknown Author. Category: Fiction. Published: 2004. 
The Ox-Bow Incident,Walter Van Tilburg Clark,3.82,Fiction,2004.0,4116.0,3.8972598514502113,Title: The Ox-Bow Incident. Author(s): Walter Van Tilburg Clark. Category: Fiction. Published: 2004. 
Mountains Beyond Mountains,Tracy Kidder,4.22,Biography & Autobiography,2004.0,59877.0,4.119713129388757,Title: Mountains Beyond Mountains. Author(s): Tracy Kidder. Category: Biography & Autobiography. Published: 2004. 
Caribbean,James Albert Michener,3.91,Fiction,2005.0,4527.0,3.908661115199785,Title: Caribbean. Author(s): James Albert Michener. Category: Fiction. Published: 2005. 
The Cossacks,Leo Tolstoy,3.79,Fiction,2006.0,4160.0,3.8933253500334217,Title: The Cossacks. Author(s): Leo Tolstoy. Category: Fiction. Published: 2006. 
Fooled By Randomness,Nassim Taleb,4.05,Business & Economics,2005.0,37122.0,3.9886167024730796,Title: Fooled By Randomness. Author(s): Nassim Taleb. Category: Business & Economics. Published: 2005. 
Summer Crossing,Truman Capote;Alan U. Schwartz,3.44,Fiction,2006.0,5028.0,3.838036590704096,Title: Summer Crossing. Author(s): Truman Capote;Alan U. Schwartz. Category: Fiction. Published: 2006. 
The Alienist,Caleb Carr,4.06,Fiction,2006.0,119839.0,4.030945925671505,Title: The Alienist. Author(s): Caleb Carr. Category: Fiction. Published: 2006. 
The March,E. L. Doctorow,3.8,Fiction,2006.0,8041.0,3.8845333314213044,Title: The March. Author(s): E. L. Doctorow. Category: Fiction. Published: 2006. 
Wonderland,Joyce Carol Oates,3.79,Fiction,2006.0,873.0,3.9049182565188554,Title: Wonderland. Author(s): Joyce Carol Oates. Category: Fiction. Published: 2006. 
The Gospel of the Flying Spaghetti Monster,Bobby Henderson,3.92,Humor,2006.0,3108.0,3.909586545801296,Title: The Gospel of the Flying Spaghetti Monster. Author(s): Bobby Henderson. Category: Humor. Published: 2006. 
Holding on to the Air,Suzanne Farrell;Toni Bentley,4.07,Biography & Autobiography,2002.0,511.0,3.911300984650761,Title: Holding on to the Air. Author(s): Suzanne Farrell;Toni Bentley. Category: Biography & Autobiography. Published: 2002. 
Winter Season,Toni Bentley,3.91,Biography & Autobiography,2003.0,406.0,3.908469729175043,Title: Winter Season. Author(s): Toni Bentley. Category: Biography & Autobiography. Published: 2003. 
The Cave,Robert Penn Warren,3.73,Fiction,1959.0,94.0,3.907859664986254,Title: The Cave. Author(s): Robert Penn Warren. Category: Fiction. Published: 1959. 
The Story of Avis,Elizabeth Stuart Phelps;Carol Farley Kessler,3.55,Biography & Autobiography,1985.0,168.0,3.9063416695327615,Title: The Story of Avis. Author(s): Elizabeth Stuart Phelps;Carol Farley Kessler. Category: Biography & Autobiography. Published: 1985. 
Echoes of the Marseillaise,Eric J. Hobsbawm,3.51,History,1990.0,54.0,3.907692317777571,Title: Echoes of the Marseillaise. Author(s): Eric J. Hobsbawm. Category: History. Published: 1990. 
Moods,Louisa May Alcott,3.4,Fiction,1991.0,300.0,3.9031374144522935,Title: Moods. Author(s): Louisa May Alcott. Category: Fiction. Published: 1991. 
Daughters of Decadence,Elaine Showalter,3.84,Social Science,1993.0,233.0,3.907891333533835,Title: Daughters of Decadence. Author(s): Elaine Showalter. Category: Social Science. Published: 1993. 
Girls who Wore Black,Ronna Johnson;Nancy McCampbell Grace,3.66,Literary Criticism,2002.0,54.0,3.9079767538567074,Title: Girls who Wore Black. Author(s): Ronna Johnson;Nancy McCampbell Grace. Category: Literary Criticism. Published: 2002. 
Latin Via Ovid,Norma Goldman;Jacob E. Nyenhuis,4.38,Foreign Language Study,1982.0,76.0,3.9097053695965176,Title: Latin Via Ovid. Author(s): Norma Goldman;Jacob E. Nyenhuis. Category: Foreign Language Study. Published: 1982. 
Practice! Practice!,Norma Goldman;Michael Rossi,4.08,Education,1995.0,12.0,3.9085202673526305,Title: Practice! Practice!. Author(s): Norma Goldman;Michael Rossi. Category: Education. Published: 1995. 
The Gramsci Reader,Antonio Gramsci,4.28,Philosophy,2000.0,499.0,3.9148582832088277,Title: The Gramsci Reader. Author(s): Antonio Gramsci. Category: Philosophy. Published: 2000. 
Cold Counsel,Sarah M. Anderson;Karen Swenson,3.61,Literary Criticism,2002.0,18.0,3.9082589890187895,Title: Cold Counsel. Author(s): Sarah M. Anderson;Karen Swenson. Category: Literary Criticism. Published: 2002. 
George Eliot,Kathryn Hughes,4.03,Biography & Autobiography,2001.0,159.0,3.9091240487250545,Title: George Eliot. Author(s): Kathryn Hughes. Category: Biography & Autobiography. Published: 2001. 
Marilyn Monroe,Donald Spoto,4.03,Biography & Autobiography,1993.0,1347.0,3.913947653047288,Title: Marilyn Monroe. Author(s): Donald Spoto. Category: Biography & Autobiography. Published: 1993. 
Temptations,Otis Williams;Patricia Romanowski;Patricia Romanowski Bashe,4.13,Biography & Autobiography,2002.0,90.0,3.9091471802829196,Title: Temptations. Author(s): Otis Williams;Patricia Romanowski;Patricia Romanowski Bashe. Category: Biography & Autobiography. Published: 2002. 
"Edgar Allan Poe, A to Z",Dawn B. Sova;Branko·Sou閏ek,4.33,Biography & Autobiography,2001.0,8.0,3.9085664867111363,"Title: Edgar Allan Poe, A to Z. Author(s): Dawn B. Sova;Branko·Sou閏ek. Category: Biography & Autobiography. Published: 2001. "
Blindness and Insight,Paul de DeMan,4.09,Uncategorized,1995.0,172.0,3.9095398983850203,Title: Blindness and Insight. Author(s): Paul de DeMan. Category: Uncategorized. Published: 1995. 
Christopher and His Kind,Christopher Isherwood,4.12,Biography & Autobiography,2001.0,2182.0,3.923530396932535,Title: Christopher and His Kind. Author(s): Christopher Isherwood. Category: Biography & Autobiography. Published: 2001. 
The Condor and the Cows,Christopher Isherwood,3.82,Biography & Autobiography,2003.0,42.0,3.9083173681128316,Title: The Condor and the Cows. Author(s): Christopher Isherwood. Category: Biography & Autobiography. Published: 2003. 
Filth,William A. Cohen,4.17,History,2005.0,11.0,3.908549053620931,Title: Filth. Author(s): William A. Cohen. Category: History. Published: 2005. 
The Man who Tricked a Ghost,Laurence Yep,3.83,Juvenile Nonfiction,1993.0,39.0,3.908340379246971,Title: The Man who Tricked a Ghost. Author(s): Laurence Yep. Category: Juvenile Nonfiction. Published: 1993. 
You Can Never Go Home Again,Dyan Sheldon,4.26,Divorce,1995.0,21.0,3.908707415529208,Title: You Can Never Go Home Again. Author(s): Dyan Sheldon. Category: Divorce. Published: 1995. 
Crackup,Len Morgan,2.0,Aircraft accidents,1969.0,1.0,3.908380729594257,Title: Crackup. Author(s): Len Morgan. Category: Aircraft accidents. Published: 1969. 
Notebook of a Return to the Native Land,Aimé Césaire;Clayton Eshleman;Annette Smith,4.08,Literary Criticism,2001.0,867.0,3.9135258381681024,Title: Notebook of a Return to the Native Land. Author(s): Aimé Césaire;Clayton Eshleman;Annette Smith. Category: Literary Criticism. Published: 2001. 
Robert Penn Warren's All the King's Men,Robert Penn Warren,4.0,Performing Arts,2000.0,3.0,3.9084575327962385,Title: Robert Penn Warren's All the King's Men. Author(s): Robert Penn Warren. Category: Performing Arts. Published: 2000. 
Odes to Common Things,Pablo Neruda,4.38,Poetry,1994.0,1819.0,3.9368104783442783,Title: Odes to Common Things. Author(s): Pablo Neruda. Category: Poetry. Published: 1994. 
The Camera,Ansel Adams,4.19,Photography,1995.0,3748.0,3.9412489730095364,Title: The Camera. Author(s): Ansel Adams. Category: Photography. Published: 1995. 
The Negative,Ansel Adams,4.4,Photography,1995.0,1211.0,3.928534986714055,Title: The Negative. Author(s): Ansel Adams. Category: Photography. Published: 1995. 
The Print,Ansel Adams,4.37,Photography,1995.0,947.0,3.9233298562593286,Title: The Print. Author(s): Ansel Adams. Category: Photography. Published: 1995. 
Final Rain,Jerry Ahern,3.69,Fiction,1989.0,90.0,3.907758359588088,Title: Final Rain. Author(s): Jerry Ahern. Category: Fiction. Published: 1989. 
Bright Star's Promise,Karen A. Bale,2.77,Fiction,1994.0,13.0,3.907927417334086,Title: Bright Star's Promise. Author(s): Karen A. Bale. Category: Fiction. Published: 1994. 
A Devilish Dilemma,Judith Lansdowne,4.02,Fiction,1998.0,52.0,3.9086515803212247,Title: A Devilish Dilemma. Author(s): Judith Lansdowne. Category: Fiction. Published: 1998. 
Prince of Magic,Anne Stuart,3.63,Fiction,1998.0,256.0,3.9059623705614133,Title: Prince of Magic. Author(s): Anne Stuart. Category: Fiction. Published: 1998. 
My Lord Eternity,Debbie Raleigh,3.74,Fiction,2003.0,399.0,3.9061159795950027,Title: My Lord Eternity. Author(s): Debbie Raleigh. Category: Fiction. Published: 2003. 
See how She Dies,Lisa Jackson,3.92,Fiction,2004.0,2797.0,3.9094828128492587,Title: See how She Dies. Author(s): Lisa Jackson. Category: Fiction. Published: 2004. 
This Christmas,Jane Green;Jennifer Coburn;Liz Ireland,3.2,Fiction,2005.0,1087.0,3.8823525675788533,Title: This Christmas. Author(s): Jane Green;Jennifer Coburn;Liz Ireland. Category: Fiction. Published: 2005. 
My Wicked Pirate,Rona Sharon,3.9,Fiction,2006.0,495.0,3.9083032674794937,Title: My Wicked Pirate. Author(s): Rona Sharon. Category: Fiction. Published: 2006. 
CliffsNotes on Shakespeare's King Henry IV,James K. Lowers,3.88,Literary Criticism,1971.0,17.0,3.908430866312675,Title: CliffsNotes on Shakespeare's King Henry IV. Author(s): James K. Lowers. Category: Literary Criticism. Published: 1971. 
CliffsNotes on Shakeapeare's Twelfth Night,J. L. Roberts,4.21,Literary Criticism,1960.0,12.0,3.908575128546776,Title: CliffsNotes on Shakeapeare's Twelfth Night. Author(s): J. L. Roberts. Category: Literary Criticism. Published: 1960. 
All the King's Men,L. David Allen;Robert H. Lynn,3.4,Literary Criticism,1963.0,3.0,3.908394211376713,Title: All the King's Men. Author(s): L. David Allen;Robert H. Lynn. Category: Literary Criticism. Published: 1963. 
CliffsNotes on Tolstoy's Anna Karenina,Marianne Sturman,3.89,Literary Criticism,1965.0,15.0,3.9084381403411936,Title: CliffsNotes on Tolstoy's Anna Karenina. Author(s): Marianne Sturman. Category: Literary Criticism. Published: 1965. 
Cliffs notes on Faulkner's As I lay dying,James L. Roberts,3.85,Literary Criticism,1969.0,8.0,3.908431424772575,Title: Cliffs notes on Faulkner's As I lay dying. Author(s): James L. Roberts. Category: Literary Criticism. Published: 1969. 
CliffsNotes on Wright's Black Boy,Carl Senna,3.75,Literary Criticism,1971.0,3.0,3.908431148871436,Title: CliffsNotes on Wright's Black Boy. Author(s): Carl Senna. Category: Literary Criticism. Published: 1971. 
CliffsNotes on Voltaire's Candide,Francois Marie Arouet;James K. Lowers,3.4,Literary Criticism,1965.0,9.0,3.9082869265443296,Title: CliffsNotes on Voltaire's Candide. Author(s): Francois Marie Arouet;James K. Lowers. Category: Literary Criticism. Published: 1965. 
CliffsNotes on Heller's Catch-22,C. A. Peek,3.56,Literary Criticism,1976.0,35.0,3.908019326816652,Title: CliffsNotes on Heller's Catch-22. Author(s): C. A. Peek. Category: Literary Criticism. Published: 1976. 
CliffsNotes on Euripides' Medea & Electra,Robert J. Milch,4.2,Drama,1965.0,5.0,3.9084991491001606,Title: CliffsNotes on Euripides' Medea & Electra. Author(s): Robert J. Milch. Category: Drama. Published: 1965. 
