isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,api_description
9780940450721,0940450720,"Writings, 1878-1899",,William James,Fiction,http://books.google.com/books/content?id=rr6kPc52tI4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"William James, a member of America's most illustrious intellectual family, is widely acclaimed as the country's foremost philosopher, the first of its psychologists, and a champion of religious pluralism. As the apostle of pragmatism, his influence on American thought is as strong now as it has ever been. James's emphasis on the creative power of faith, will, and action, his opening up of philosophy to the fresh air of ordinary experience, his fascination with alternative forms of belief and states of consciousness, and his impatience with dogmas of any kind--all make him a defender of individual experience, and earn him a place beside Emerson and Whitman as an exponent of American democratic culture. In this volume are the brilliant, engagingly written works of James's early and middle years. The Will to Believe and Other Essays in Popular Philosophy advances the liberating argument that each of us has the right to believe in hypotheses that are not susceptible to proof and that such beliefs might actually change the world. The conversational style of these essays reflects their origin in public lectures, as well as James's conviction that truth can be discovered as much in the course of everyday life as in the activities of science or of philosophical speculation. Talks to Teachers and to Students, also drawn from lectures, helped transform the emerging science of education. Here James applies his new psychology to classroom theory and conduct, especially for the primary grades. This immensely influential book has never gone out of print. It emphasizes the role in learning of instinct, play, and habit, along with the importance of engaging the voluntary interests of students. James's warm and sympathetic nature informs his treatment of children, who can best be taught by those who respect the child's autonomy and who avoid what he calls ""hammering in."" Psychology: Briefer Course is far more than a shortened version of his monumental Principles of Psychology. It significantly revises parts of the earlier work and adds important new materials. (Students liked to call the longer book ""James"" and the shorter one ""Jimmy"".) James's new psychology moved away from discussions of the soul, morality, and logic, and focused instead on instinct, will, and the importance of action and habit. Passages comparing human consciousness to ""a wonderful stream"" inspired the ""stream of consciousness"" in the future work of Joyce, Woolf, and Gertrude Stein, a student of James's at Harvard. ""Human Immortality,"" which defends the possibility of life after death, and eight more of James's most important essays round out this second volume devoted to a writer who was called by John Dewey ""almost a Columbus of the inner world.""",1992.0,4.22,1212.0,87.0,"Selection of writings by philosopher, psychologist, and champion of religious pluralism William James, including ""The Will to Believe and Other Essays in Popular Philosophy,"" ""Psychology: Briefer Course,"" and ten other essays."
9780940450738,0940450739,"Collected tales, sketches, speeches, and essays 1891-1910",1891-1910,Mark Twain,"Humorous stories, American",http://books.google.com/books/content?id=hhzGwQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This with its companion volume is the most comprehensive collection ever published of Mark Twain's short writings: the incomparable stories, sketches and maxims of American's greatest humorist.",1992.0,4.39,1050.0,199.0,
9780940450776,0940450771,Collected Travel Writings,The Continent,Henry James,Europe,http://books.google.com/books/content?id=apzHjGKEKccC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Collects James's travel writings, describing France, Italy, Switzerland, and Holland.",1993.0,3.7,868.0,27.0,"Collects James's travel writings, describing France, Italy, Switzerland, and Holland."
9780940450820,0940450828,Historical Romances,"The Prince and the Pauper, A Connecticut Yankee in King Arthur's Court, Personal Recollections of Joan of Arc",Mark Twain;Samuel Langhorne Clemens;Victor and Lin Salamo editors Fischer;Susan K. Harris;Susan R. Harris,Fiction,http://books.google.com/books/content?id=yH13sFcsjYUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"An anthology encompassing The Prince and the Pauper, A Connecticut Yankee, and Joan of Arc features Twain's imaginative studies of the Middle Ages, in a children's classic, a unique comic-violent fantasy, and a respectful fictional biography.",1994.0,4.37,1050.0,280.0,
9780940895485,094089548X,Christian Mythmakers,"C.S. Lewis, Madeleine L'Engle, J.R. Tolkien, George MacDonald, G.K. Chesterton, Charles Williams, Dante Alighieri, John Bunyan, Walter Wangerin, Robert Siegel, and Hannah Hurnard",Rolland Hein,Literary Criticism,http://books.google.com/books/content?id=rojQNAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Examines literature of such great writers as CS Lewis, JRR Tolkien, Madeleine L'Engle, Charles Williams, GK Chesterton, John Buyan, and Dante.",2002.0,3.93,303.0,433.0,
9780941807555,094180755X,The Little Big Book for God's Children,,Lena Tabori;Alice Wong,Religion,http://books.google.com/books/content?id=s2PfTIZ2IDEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"THE LITTLE BIG BOOK FOR GOD'S CHILDREN is a wonderful resource for parents looking to introduce their children to the wisdom and beauty of Christian faith. Illustrated with early twentieth-century art from artists such as Jessie Wilcox Smith, Ellen H. Clapsaddle, and Maud and Miska Petersham, this Little Big Book presents selected bible stories, parables, and verses; poems and prayers; excerpts and fables; songs and hymns; and activities - all collected in one delightful volume. A celebration of God's enduring message of love, GOD'S CHILDREN is sure to provide an endless wellspring of inspiration and hope.",2001.0,4.88,352.0,8.0,"A collection of Bible stories, parables, Bible verses, prayers, poetry, songs, and activities."
9780943015538,0943015537,זן ואומנות האושר,,Chris Prentiss,Philosophy,http://books.google.com/books/content?id=d-MELwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,The gentle wisdom of this resource explains how to invite magnificent experiences into one's life and create a philosophy that is sustainable through anything.,2006.0,4.04,145.0,2746.0,
9780943219226,0943219221,This bridge called my back,writings by radical women of color,Cherríe Moraga;Gloria Anzaldúa,Social Science,http://books.google.com/books/content?id=0JAnAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2002.0,4.47,370.0,61.0,"This groundbreaking collection reflects an uncompromised definition of feminism by women of color. Through personal essays, criticism, interviews, testimonials, poetry, and visual art, the collection explores, as coeditor Cherríe Moraga writes, “the complex confluence of identities—race, class, gender, and sexuality—systemic to women of color oppression and liberation.”"
9780946061150,0946061157,Leaving the 20th Century,The Incomplete Work of the Situationist International,Christopher Gray,Philosophy,http://books.google.com/books/content?id=S5Cc0TY15cEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"First published in 1974, 'Leaving..' was the first collection of Situationist writing in English. Chris Gray, its editor, was himself a member of the SI. Long out of print, it has gained an enormous reputation. This new, lavish, oversize edition, keeps the original provocative, and free and easy translations, along with the cut and paste graphics, poster-art and cartoons. It stands as a remarkable, and eminently accessible, introduction to a remarkable (and oft-times superficially at least, inaccessible) revolutionary project. Now as we stand at the gates of the 21st century, it is time for a new generation of readers to take up this remarkable book.",1998.0,4.14,136.0,29.0,
9780946487509,0946487502,On the Trail of Mary Queen of Scots,,J. Keith Cheetham,Biography & Autobiography,http://books.google.com/books/content?id=w6ogOYZvE2wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Traces the tumultuous life of Mary Stuart, who became queen at the age of one week and was eventually beheaded for plotting against her cousin, Queen Elizabeth I",1999.0,3.27,192.0,11.0,
9780960989867,0960989862,The Twelve Steps and Twelve Traditions of Overeaters Anonymous,,"Overeaters Anonymous, Inc. (U.S.)",Self-Help,http://books.google.com/books/content?id=pGeWAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Explains the twelve steps of Overeaters Anonymous, its program of recovery for food addiction, and the twelve traditions, the principles that guide its groups and services.",1993.0,4.37,221.0,200.0,
9780961392147,0961392142,The Visual Display of Quantitative Information,,Edward R. Tufte,Mathematics,http://books.google.com/books/content?id=GTd5oQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Graphical practice. Theory of data graphics.,2001.0,4.41,197.0,6296.0,"The classic book on statistical graphics, charts, tables. Theory and practice in the design of data graphics, 250 illustrations of the best (and a few of the worst) statistical graphics, with detailed analysis of how to display data for precise, effective, quick analysis. Design of the high-resolution displays, small multiples. Editing and improving graphics. The data-ink ratio. Time-series, relational graphics, data maps, multivariate designs. Detection of graphical deception: design variation vs. data variation. Sources of deception. Aesthetics and data graphical displays. This is the second edition of The Visual Display of Quantitative Information. Recently published, this new edition provides excellent color reproductions of the many graphics of William Playfair, adds color to other images, and includes all the changes and corrections accumulated during 17 printings of the first edition."
9780961392161,0961392169,The Cognitive Style of PowerPoint,Pitching Out Corrupts Within,Edward R. Tufte,Computers,http://books.google.com/books/content?id=vXFoQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Describes how to improve PowerPoint presentations.,2006.0,4.07,31.0,897.0,
9780961392178,0961392177,Beautiful Evidence,,Edward R. Tufte,Computers,http://books.google.com/books/content?id=v302PAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Science and art have in common intense seeing, the wide-eyed observing that generates empirical information. Beautiful Evidence is about how seeing turns into showing, how empirical observations turn into explanations and evidence presentations. The book identifies excellent and effective methods for presenting information, suggests new designs, and provides tools for assessing the credibility of evidence presentations.Here we will see many close readings of serious evidence presentations-ranging through evolutionary trees and rocket science to economics, art history, and sculpture. Insistent application of the principles of analytical thinking helps both insiders and outsiders assess the credibility of evidence.",2006.0,4.14,213.0,1979.0,"Science and art have in common intense seeing, the wide-eyed observing that generates visual information. 
Beautiful Evidence is about how seeing turns into showing, how data and evidence turn into explanation. The book identifies excellent and effective methods for showing nearly every kind of information, suggests many new designs (including sparklines), and provides analytical tools for assessing the credibility of evidence presentations (which are seen from both sides: how to produce and how to consume presentations). 

For alert consumers of presentations, there are chapters on diagnosing evidence corruption and PowerPoint pitches. Beautiful Evidence concludes with two chapters that leave the world of pixel and paper flatland representations - and move onto seeing and thinking in space land, the real-land of three-space and time.

Edward Rolf Tufte (born 1942 in Kansas City, Missouri to Virginia and Edward E. Tufte), a professor emeritus of statistics, graphic design, and political economy at Yale University has been described by The New York Times as ""the Leonardo da Vinci of Data"". He is an expert in the presentation of informational graphics such as charts and diagrams, and is a fellow of the American Statistical Association. Tufte has held fellowships from the Guggenheim Foundation and the Center for Advanced Studies in Behavioral Sciences.

Tufte currently resides in Cheshire, Connecticut. He periodically travels around the United States to offer one-day workshops on data presentation and information graphics.  http://www.edwardtufte.com"
9780961462093,0961462094,Common Herbs for Natural Health,,Juliette De Bairacli-Levy;Heather Wood,Health & Fitness,http://books.google.com/books/content?id=f5awAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Common Herbs for Natural Health is an essential herbal for the newcomer to the expert. Juliette de Bairacli utilizes her Gypsy wisdom and decades of studying herbs and healing to create a book filled with natural remedies and recipes. What a treasure! Her respect and love for the plants, the earth, and the medicinal knowledge garnered from people of all ethnic origins is powerful, practical, and sensible. My gardens and personal health are already benefiting from this intelligent and tender book.",1996.0,4.42,223.0,106.0,
9780961472825,0961472820,Graphic Storytelling,,Will Eisner,Literary Criticism,http://books.google.com/books/content?id=FVzYtOiA8WwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Examines the fundamentals of storytelling in comic book style and offers advice on story construction and visual narratives.,1996.0,4.09,164.0,1730.0,"""Examines the fundamentals of storytelling in comic book style and offers advice on story construction and visual narratives."""
9780962247729,0962247723,PS I Love You Baby Collection,,Lynda Milligan;Nancy Smith,Crafts & Hobbies,http://books.google.com/books/content?id=C3D8PAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1990.0,4.33,79.0,6.0,
9780963188922,0963188925,Pyramids of Montauk,Explorations in Consciousness,Preston B. Nichols;Peter Moon,Fiction,http://books.google.com/books/content?id=SE8eAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"During WWII there was an attempt to achieve invisibility called the Philadelphia Experiment. Afterward occurred the now famous time travel experiments named after the underground base at Montauk Point on Long Island. Now this third book in the Montauk series summarises the events of the first two books and then takes the reader on an even more spectacular journey. The discovery of ancient pyramids at Montauk leads to a connection with Ancient Egypt and its position as a gateway to other dimensions. Like a psychic detective story beyond the occult, venture into an unprecedented investigation of the mystery schools of the earth and their connection to Egypt, Atlantis, Mars and the star Sirius. Chapters on new psychotronic weapons, the history of Mars, the strange death of Ian Fleming in connection with the Philadelphia Experiment, underground at the Montauk Base.",1995.0,3.91,256.0,70.0,
9780964326194,0964326191,The Eye of the I,,David R. Hawkins,"Body, Mind & Spirit",http://books.google.com/books/content?id=uKgXAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""This is the second volume of a trilogy which began with ""Power vs. force"" and will be completed by the publications of the third volume simply entitled ""I""--P. [4] of cover.",2001.0,4.38,432.0,707.0,
9780965020466,0965020460,Black Etc.,And Everything Else My Soul Has to Offer,Nannette E. Banks,,,,1999.0,4.14,275.0,137.0,
9780965020596,0965020592,Fahrenheit 451,,Ray Bradbury,Book burning,,"A bookburner official in a future fascist state finds out books are a vital part of a culture he never knew. He clandestinely pursues reading, until he is betrayed.",2001.0,3.98,190.0,185.0,
9780965307796,0965307794,The Return of the King,Being the Third Part of The Lord of the Rings,John Ronald Reuel Tolkien,"Baggins, Frodo (Fictitious character)",http://books.google.com/books/content?id=7iNjkPj3OEAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In this final book, the courageous hobbit Frodo Baggins completes his heroic quest.",2001.0,4.52,440.0,199.0,"The clear structure of psalm groups in Psalms 107-150 can be interpreted as signaling a renewed hope in the royal/Davidic promises. Each psalm group of Book V is organized around a theme or key word that is related to the royal/Davidic hope in the earlier sections of the Psalter: Psalms 107-118; Psalm 119; Psalms 120-137; Psalms 138-145; Psalms 146-150. These words and themes figure prominently at the major seam psalms of the Psalter - Psalms 1-2 and 89. Thus, the content and subject matter at the end of the Psalter is integrally related to the content and subject matter at the beginning. The editorial-critical method used by Snearly is an extension of the method used by David M. Howard, Jr. in The Structure of Psalms 93-100. Snearly also draws from recent insights in the fields of poetics and text-linguistics in order to establish a linguistically based foundation for reading the Psalter as a unified text. The methodology emphasizes parallel features, with special focus on key-word links. This method advances editorial criticism by not only discerning links within a group but also showing that those links do not occur with the same frequency outside of the group"
9780965307888,0965307883,The QPB companion to The Lord of the rings,,Brandon Geist,"Fantasy fiction, English",http://books.google.com/books/content?id=uzsAlcS9LmEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2001.0,3.31,104.0,72.0,
9780965429900,0965429903,Desire and Duty,A Sequel to Jane Austen's Pride and Prejudice,Teddy F. Bader;Marilyn Bader,Fiction,http://books.google.com/books/content?id=Zn6FAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Jane Austen's story of Elizabeth Bennet Darcy ends with Elizabeth's marriage. The Baders continue her story as wife, mother and confidante to her sister in law, Georgiana. Set in the years 1805-1816, the story tells the romantic adventures of beautiful, shy, devout Georgiana. Along the way, issues of duty and desire, in marriage and in one's relationship to God, are presented.",1997.0,2.85,286.0,114.0,
9780965470803,0965470806,Reading Lolita in Tehran,A Memoir in Books,Azar Nafisi,American literature,,"This is the story of Azar Nafisi's dream and of the nightmare that made it come true. For two years before she left Iran in 1997, Nafisi gathered seven young women at her house every Thursday morning to read and discuss forbidden works of Western literature. They were all former students whom she had taught at university. They were unaccustomed to being asked to speak their minds, but soon they began to open up and to speak more freely, not only about the novels they were reading but also about themselves, their dreams and disappointments. Nafisi's account flashes back to the early days of the revolution, when she first started teaching at the University of Tehran amid the swirl or protests and demonstrations. Azar Nafisi's tale offers a fascinating portrait of the Iran-Iraq war viewed from Tehran and gives us a rare glimpse, from the inside, of women's lives in revolutionary Iran.",2003.0,3.6,347.0,264.0,"Every Thursday morning for two years in the Islamic Republic of Iran, Azar Nafisi, a bold and inspired teacher, secretly gathered seven of her most committed female students to read forbidden Western classics. Some came from conservative and religious families, others were progressive and secular; some had spent time in jail. They were shy and uncomfortable at first, unaccustomed to being asked to speak their minds, but soon they removed their veils and began to speak more freely–their stories intertwining with the novels they were reading by Jane Austen, F. Scott Fitzgerald, Henry James, and Vladimir Nabokov. As Islamic morality squads staged arbitrary raids in Tehran, as fundamentalists seized hold of the universities and a blind censor stifled artistic expression, the women in Nafisi's living room spoke not only of the books they were reading but also about themselves, their dreams and disappointments. Azar Nafisi's luminous masterwork gives us a rare glimpse, from the inside, of women's lives in revolutionary Iran. Reading Lolita in Tehran is a work of great passion and poetic beauty, a remarkable exploration of resilience in the face of tyranny, and a celebration of the liberating power of literature. - Publisher."
9780965604925,0965604926,The Rape of Nanking,,Iris Chang,"Nanjing (Jiangsu Sheng, China)",,"The Japanese army swept into the ancient city of Anaking and within weeks looted and burned the defenseless city but raped, tortured, and murdered more than 300,000 Chinese.",1997.0,4.12,290.0,59.0,"Details the massacre that took place in December 1937 when the Japanese army overthrew the ancient city of Nanking, China, and raped, tortured, and murdered over 300,000 civilians; examining the atrocity from the perspective of the Japanese soldiers, the Chinese civilians, and the Europeans and Americans who created a safety zone for survivors."
9780965738408,096573840X,A Short History of Nearly Everything,7 Steps to Financial Aid: Facilitator's Guide,Bill Bryson,Science,,"In this book Bill Bryson explores the most intriguing and consequential questions that science seeks to answer and attempts to understand everything that has transpired from the Big Bang to the rise of civilization. To that end, Bill Bryson apprenticed himself to a host of the world's most profound scientific minds, living and dead. His challenge is to take subjects like geology, chemistry, paleontology, astronomy, and particle physics and see if there isn't some way to render them comprehensible to people, like himself, made bored (or scared) stiff of science by school. His interest is not simply to discover what we know but to find out how we know it. How do we know what is in the center of the earth, thousands of miles beneath the surface? How can we know the extent and the composition of the universe, or what a black hole is? How can we know where the continents were 600 million years ago? How did anyone ever figure these things out? On his travels through space and time, Bill Bryson encounters a splendid gallery of the most fascinating, eccentric, competitive, and foolish personalities ever to ask a hard question. In their company, he undertakes a sometimes profound, sometimes funny, and always supremely clear and entertaining adventure in the realms of human knowledge.",2003.0,4.2,545.0,28.0,"A Short History of Nearly Everything by American author Bill Bryson is a popular science book that explains some areas of science, using easily accessible language that appeals more so to the general public than many other books dedicated to the subject. It was one of the bestselling popular science books of 2005 in the United Kingdom, selling over 300,000 copies.

A Short History deviates from Bryson's popular travel book genre, instead describing general sciences such as chemistry, paleontology, astronomy, and particle physics. In it, he explores time from the Big Bang to the discovery of quantum mechanics, via evolution and geology.

Bill Bryson wrote this book because he was dissatisfied with his scientific knowledge—that was, not much at all. He writes that science was a distant, unexplained subject at school. Textbooks and teachers alike did not ignite the passion for knowledge in him, mainly because they never delved in the whys, hows, and whens.

The ebook can be found elsewhere on the web at:
http://www.huzheng.org/bookstore/AShortHistoryofNearlyEverything.pdf"
9780965762649,0965762645,Reefer madness,"sex, drugs, and cheap labor in the American black market",Eric Schlosser,Black market,http://books.google.com/books/content?id=o9JZKVstBJ0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Reports on America's ""shadow"" economy of illegal drugs, pornography, and illegal migrant workers, arguing that these underground industries continue to grow with government intervention.",2003.0,3.77,310.0,125.0,"The first social history of marijuana use in America, beginning with the hemp farming of George Washington and ending with the recent paraquat scare."
9780965796934,0965796930,Storm of the century,,Stephen King,Fiction,http://books.google.com/books/content?id=VT0bBhUjHa8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,An original screenplay with an introduction by the author.,1999.0,3.91,376.0,229.0,"Billy Blazes, Rocky Canyon and Wendy Waters head toward Quebec where the ""storm of the century"" has hit and endangered many lives."
9780966264920,0966264924,The Beatles' Story on Capitol Records,,,Music,http://books.google.com/books/content?id=M54JAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""The Beatles'Story on Capitol Records, Part Two: The Albums"" is the second volume of Bruce Spizer's epic Capitol project. The book opens in 1964 with the release of ""Meet The Beatles!"" and moves forward through 1967's ""Magical Mystery Tour."" Here is the real story behind the Capitol LPs, with explanations of why Capitol reconfigured the Beatles albums for the American market. For each album, the book provides session and chart information and pictures of the front and back covers, all label variations, trade advertisements, promotional posters and displays. The book offers the most comprehensive coverage ever on the infamous butcher cover to the ""Yesterday And Today"" album, which was judged so offensive that it had to be recalled and destroyed. It also provides full details regarding the recording and marketing of ""Sgt, Pepper's Lonely Harts Club Band."" Also included are chapters on the albums issued by Capitol's Canadian and Mexican subsidiaries and a complete breakdown on the stereo, duophonic and mono mixes used by Capitol. Contains over 600 color and original black & white images.",2000.0,4.68,264.0,25.0,
9780966410075,0966410076,You are Being Lied to,"The Disinformation Guide to Media Distortion, Historical Whitewashes and Cultural Myths",Russell Kick,Language Arts & Disciplines,http://books.google.com/books/content?id=KALsz08ijnkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This book acts as a battering ram against the distortions, myths and outright lies that have been shoved down our throats by the government, the media, corporations, organized religion, the scientific establishment and others who want to keep the truth from us. A group of researchers - investigative reporters, political dissidents, academics, media watchdogs, scientist-philosophers, social critics and rogue scholars - paints a picture of a world where crucial stories are ignored or actively suppressed and the official version of events has more holes in it than Swiss cheese. A world where real dangers are downplayed and nonexistent dangers are trumpeted. In short, a world where you are being lied to. You'll discover that a human being has already been cloned; Joseph McCarthy was not paranoid; museums refuse to display artifacts that conflict with the theory of evolution; the CIA has admitted to involvement in the drug trade; parents don't affect who their children become; plus further revelations involving Columbine, WWII, textbooks, Al Gore, George W. Bush, Timothy Leary and much more.",2001.0,3.87,399.0,995.0,"Do you believe any of the following? Alcoholics Anonymous is effective. Hackers pose a grave threat to the nation. There's a hidden code in the Bible. Thousands of species have become extinct because of deforestation. Licking certain toads will get you high. Most terrorists are Middle Eastern. Wake up! You Are Being Lied To. This book acts as a battering ram against the distortions, myths and outright lies that have been shoved down our throats by the government, the media, corporations, organized religion, the scientific establishment and others who want to keep the truth from us. An unprecedented group of researchers -- investigative reporters, political dissidents, academics, media watchdogs, scientist-philosophers, social critics and rogue scholars -- paints a picture of a world where crucial stories are ignored or actively suppressed and the official version of events has more holes in it than Swiss cheese. A world where read dangers are downplayed and nonexistent dangers are trumpeted. In short, a world where you are being lied to."
9780967469782,0967469783,The Buddha in Your Mirror,Practical Buddhism and the Search for Self,Woody Hochswender;Greg Martin;Ted Morino,Religion,http://books.google.com/books/content?id=5YVEBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"While the notion that “happiness can found within oneself” has recently become popular, Buddhism has taught for thousands of years that every person is a Buddha, or enlightened being, and has the potential for true and lasting happiness. Through real-life examples, the authors explain how adopting this outlook has positive effects on one’s health, relationships, and career, and gives new insights into world environmental concerns, peace issues, and other major social problems.",2001.0,4.28,230.0,704.0,
9780968394731,0968394736,The Wealthy Barber,The Common Sense Guide to Successful Financial Planning,David Barr Chilton,"Finance, Personal",http://books.google.com/books/content?id=y8vSAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2002.0,4.02,197.0,6837.0,"Finally! Thirty-six years after ""The Wealthy Barber"" first burst on the scene and helped millions of Canadians to manage their money wisely, a fully updated version is here! The book's unique blend of understandable financial education, humour and a compelling story takes the intimidation out of this normally dry subject. Packed with fresh insights for these challenging times, you'll have trouble putting ""The Wealthy Barber"" down."
9780969876748,0969876742,A Winter's Tale,The Wreck of the Florizel,Cassie Brown,Shipwrecks,http://books.google.com/books/content?id=TUyiAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"It was a snowy, stormy night, that February 23, 1918, when the sturdy S.S. Florizel steamed out of St. John's harbour, bound for Halifax and New York. Captain William Martin, a cautious and competent skipper, encountered thick ice and heavy winds as he headed down the treacherous Newfoundland coast. But these circumstances did not account for the ship's slow speed. Just before dawn, over nine hours after leaving port, Captain Martin ran his ship full steam onto the rocks just north of Cape Race. But that was only the beginning of a long and gruelling drama. As the ship slowly disintegrated, the passengers and crew desperately tried to save themselves. Men, women, and children were washed overboard, or killed from exposure, or fatally trapped below deck. From the shore helpless fishermen watched in horror. Twenty-seven hours after striking the reef the daring rescue took place. Of the 138 on board, seventeen passengers and twenty-seven crew members survived. In A Winter's Tale Cassie Brown retells in chilling detail the story of the wreck, the rescue, and the enquiry that followed. And she proposes, for the first time, the real reason for this senseless disaster.",1997.0,3.93,276.0,42.0,"Christmas is coming, and the Parkers are working extra hard. They've got a kennel full of dogs, they're running out of dog food, and a blizzard is on the way. It looks like the Parkers will be snowed in!

And then the worst happens. One icy day, Neil's new puppy Jake disappears - and nothing can bring holiday cheer to King Street Kennels until he's found…."
9780970312532,0970312539,New York City's Best Dive Bars,Drinking and Diving in the Five Boroughs,Wendy Mitchell,Travel,http://books.google.com/books/content?id=HrG8nd6NrpYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"With New York City overrun by cosms-sipping, crouch-sprawling hipsters, it's high time to explore the places where real people settle in for some real drinking. If you think New York's classic dives were slipping away, have no fear - Wendy Mitchell's seven years of bar crawling have unearthed 90 places where you'd be scared to take your parents.",2002.0,3.75,160.0,16.0,
9780970998712,0970998716,Dark Rivers of the Heart/Intensity/Sole Survivor,Three Complete Novels by Dean Koontz,Dean Koontz,Fiction,http://books.google.com/books/content?id=rtvuhQXyfqYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Dean Koontz is one of the world's top-selling authors with total worldwide sales of his novels at 225 million copies! He achieves what few writers can: he creates books that consistently jump to the top of the bestseller lists in both hardcover and paper. His newest novel had a half-million copy first printing, and it went straight to the Number One position in its first week on The New York Times and Publishers Weekly Bestseller lists! His many fans will snap up this handsome foil-and-embossed volume, with three of his best works in one book. The perfect impulse buy or gift. The collection includes the complete and unabridged novels Dark Rivers of the Heart, Intensity, and Sole Survivor. 6 1/4 X 9 1/4.",2001.0,4.41,700.0,586.0,
9780971316829,0971316821,Maud Hart Lovelace's Deep Valley,A Guidebook of Mankato Places in the Betsy-Tacy Series,Julie A. Schrader,"Authors, American",http://books.google.com/books/content?id=pYuWAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Photography and historical information about the places and faces featured in the Betsy-Tacy Deep Valley books. Includes a removable map containing a walking or driving tour of the locations featured in the books, bibliographies of books by Maud Hart Lovelace, a list of characters and their real-life counterparts, and a membership application for the Betsy-Tacy Society.",2002.0,4.29,325.0,58.0,
9780971500747,0971500746,Transcending the Levels of Consciousness,The Stairway of Enlightenment,David R. Hawkins,Religion,http://books.google.com/books/content?id=kXImmwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Explores the ego's expressions and inherent limitations and gives detailed explanations and instructions on how to transcend them. It expands the understanding of the levels of consciousness as presented in the wiedely-acclaimed Map of Consciousness. The book focuses on the individual, and studies the experiential subjective blocks to the advancement of awareness, at each level of consciousness. This leads to progressive spiritual awareness and on to higher levels of consciousness, providing specific steps for transcending each level, preparatory to advanced states such as Enlightenment itself. By analyzing the various obstacles and levels to be transcended, certain principles that support spiritual evolution are self-revealing. This book si therefore a practical manual rather than a comprehensive analysis.",2005.0,4.53,407.0,423.0,
9780971500761,0971500762,Discovery of the Presence of God,Devotional Nonduality,David R. Hawkins,"Body, Mind & Spirit",http://books.google.com/books/content?id=5-UONgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Finalizes and further clarifies the true nature and core of the condition termed ""Enlightenment."" It is primarily an instruction manual for the serious spiritual devotee, and reveals information only known by those who have transcended the ego to reach Divine Realization. This is the inner route from the self to the Self. The subjective states of the mystic are of great interest, but historically never have been clarified to the degree presented in this semi-autobiographical account that also provides the means by which to identify their rare occurrence, and thus describe the core characteristics of Spiritual Truth. Devoid of ecclesiastical doctrine or religious belief systems, the pristine essence of all spiritual Truth is revealed in its purity with unprecedcented clarity.",2006.0,4.58,296.0,176.0,
9780972016414,0972016414,The Player's Handbook,The Ultimate Guide on Dating and Relationships,Heidi Fleiss;Libby Keatinge,Family & Relationships,http://books.google.com/books/content?id=a6NbAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Well-versed in the intricacies of the male psyche, the infamous Hollywood Madam offers time-tested strategies and hard-won wisdom on how to survive the love-go-round and come out on top.",2003.0,3.82,123.0,34.0,
9780972018418,0972018417,Eating for Life,,Bill Phillips,Health & Fitness,http://books.google.com/books/content?id=rzqENbD0IUgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The popular fitness author explains how to achieve a healthy lifestyle and avoid dieting by planning balanced, nutritious meals and offers 150 nourishing recipes for breakfasts, lunches, dinners, and desserts.",2003.0,3.95,405.0,788.0,Great-tasting recipes for a longer healthier life.
